user_id,session_id,subscription_type,user_journey
462930,3425692-3425717,Annual,Coupon-Homepage-Courses
462967,3427154-3431976-3455890-3468411-3480418,Annual,Other-Log in-Coupon
462971,3427164-3427423-3436381-3441592-3443588-3443689-3444324,Annual,Homepage-Career track certificate-Homepage-Career track certificate-Career tracks-Sign up-Other-Resources center-Log in-Coupon
463014,848356-950919-995620-1305813-3027287-3428591-3428903,Annual,Homepage-Career tracks-Homepage-Career tracks-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Career tracks-Career track certificate-Career tracks-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Checkout
463084,3432511-3432791-3476138-3502888-3503003,Monthly,Other-Log in-Homepage-Log in-Checkout
463110,3433912-3434657,Monthly,Homepage-Sign up-Checkout
463116,3434146-3434464-3437614-3437956-3439736-3446755-3447185,Monthly,Other-Sign up-Log in-Checkout-Log in-Checkout
463172,3425585-3425986-3436867-3437475-3437565-3440327-3440356-3442511-3452121-3452678-3461869-3466402-3472837-3474043-3476631-3485706-3485807-3485815-3487606-3506724,Annual,Pricing-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Course certificate-Courses-Pricing-Courses-Resources center-Pricing-Career tracks-Upcoming courses-Career tracks-Sign up-Homepage-Pricing-Checkout-Homepage-Log in-Checkout-Homepage-Course certificate-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Resources center-Course certificate-Career track certificate-Resources center-Upcoming courses-Homepage-Log in-Checkout-Homepage-Log in
463183,3437747-3440898-3609133,Annual,Homepage-Sign up-Homepage-Log in-Checkout
463200,1509583-1509616-3030376-3030475-3438684-3439057-3490413-3494999-3532359-3532371,Monthly,Other-Log in-Checkout-Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
463224,3439477-3439524-3439530-3439543,Monthly,Homepage-Sign up-Homepage-Log in-Checkout
463226,3439467,Annual,Coupon
463227,3439587-3439607,Monthly,Homepage-Sign up-Checkout
463254,3441010,Annual,Coupon
463277,3429023-3429049-3442809-3451952-3494919-3494954-3545156-3545160-3545183-3545202-3545236-3545239-3545244,Quarterly,Homepage-Pricing-Career track certificate-Career tracks-Pricing-Career tracks-Career track certificate-Upcoming courses-Pricing-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Career track certificate-Sign up-Log in-Homepage-Log in-Other-Log in-Other-Log in-Checkout-Homepage-Log in-Checkout
463289,3443307-3483100-3483187-3513049-3538406-3556230-3556427-3556486-3557422-3557492-3557498-3557755-3641638-3641678,Annual,Homepage-Log in-About us-Sign up-About us-Resources center-Other-Homepage-Log in-Homepage-Pricing-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Career tracks-Courses-Homepage-Instructors-Homepage-Instructors-Homepage-Courses-Homepage-Log in-Coupon-About us-Pricing-Homepage-Other-Homepage-Career tracks-Courses-Homepage-Sign up-Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Upcoming courses-Resources center-Career track certificate-Courses-Sign up-Checkout
463347,3445728-3464640-3484130-3484600-3580528-3580586-3580638,Annual,Coupon-Log in-Homepage-Log in-Checkout
463385,3446865-3446900,Annual,Coupon-Homepage-Pricing
463411,3448000-3448118-3493205-3493320-3853651-3853661-3853669-3870972-3873145,Annual,Resources center-Career track certificate-Sign up-Homepage-Sign up-Other-Pricing-Career track certificate-Resources center-Course certificate-Career track certificate-Log in-Checkout-Log in-Homepage-Log in-Coupon
463421,3230346-3448659-3480144-3480565-3496049-3496356-3496364-3500014-3500023,Annual,Homepage-Pricing-Sign up-Homepage-Sign up-Career tracks-Sign up-Pricing-Checkout-Sign up-Pricing-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
463432,3449019-3464117-3464240-3476213-3476222-3476385-3476526-3483044-3483104-3483213,Monthly,Homepage-Career track certificate-Career tracks-Sign up-Pricing-Career track certificate-Sign up-Career track certificate-Sign up-Career track certificate-Career tracks-Pricing-Checkout-Pricing-Homepage-Log in-Checkout-Homepage-Resources center-Log in-Other-Resources center-Checkout
463477,3451040-3769297,Annual,Homepage-Career tracks-Career track certificate-Courses-Sign up-Coupon
463513,3451847-3452893-3452927-3452940,Monthly,Homepage-Pricing-Courses-Pricing-Checkout
463550,3455007-3799203-3799989-3800002-3803157-3842686-4833785-4835260-4835261,Annual,Homepage-Sign up-Homepage-Pricing-Homepage-Resources center-Courses-Course certificate-Career track certificate-Sign up-Career track certificate-Career tracks-Homepage-Resources center-Courses-Success stories-Sign up-Log in-Coupon
463570,3455622-3455678,Annual,Coupon-Homepage-Sign up
463693,3463119-3471686-3483738-3484126,Annual,Homepage-Sign up-Log in-Homepage-Log in-Checkout
463722,3456340-3456486-3456507-3456544-3464368-3464556-3464820-3464834,Annual,Homepage-Sign up-Homepage-Courses-Career tracks-Homepage-Sign up-Homepage-Career track certificate-Homepage-Sign up-Courses-Career tracks-Courses-Homepage-Sign up-Coupon-Homepage-Sign up-Career track certificate-Sign up-Log in-Sign up-Homepage-Pricing-Homepage-Career track certificate-Sign up-Career track certificate-Career tracks-Courses-Career tracks-Courses-Homepage-Coupon-Homepage-Sign up-Homepage
463728,3465104-3465724-3498361-3498380-3498400-3498453-3498775,Monthly,Other-Career track certificate-Career tracks-Career track certificate-Career tracks-Sign up-Log in-Homepage-Career track certificate-Pricing-Sign up-Checkout
463745,3465985-3466082-3466107-3473733-3503760-3532942-3573523-4271583,Monthly,Homepage-Courses-Career tracks-Career track certificate-Pricing-Courses-Career tracks-Sign up-Log in-Pricing-Log in-Homepage-Log in-Checkout
463779,3467911-3494431-3495739-3495754,Monthly,Courses-Log in-Checkout
463827,3469342-3471393-3772555-3772681-3782638-3782649,Annual,Pricing-Career tracks-Courses-Pricing-Sign up-Homepage-Log in-Homepage-Log in-Coupon-Log in-Checkout
463832,3469476-3525143-3525165,Monthly,Other-Course certificate-Courses-Homepage-Sign up-Homepage-Career tracks-Sign up-Checkout
463857,3470539-3470619-4834299-4834458,Annual,Homepage-Pricing-Log in-Sign up-Homepage-Pricing-Sign up-Checkout
463897,3472217-3523271-3523300-3523599-3523641-3523664-3523762,Monthly,Homepage-Sign up-Other-Log in-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Career track certificate-Homepage-Log in-Homepage-Pricing-Checkout
463917,3473194-3531657-3548358-3587731-3611107-3611155,Annual,Other-Log in-Checkout
463935,3473821-3532941-3606707-3644577-3644601-3670112,Monthly,Homepage-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Career tracks-Sign up-Log in-Coupon
463972,3474984-3475541-3475581-3484114-3485192,Monthly,Homepage-Career tracks-Sign up-Pricing-Checkout-Pricing-Checkout-Course certificate-Sign up-Log in-Homepage-Log in-Checkout
464079,3479278-3483545,Monthly,Homepage-Sign up-Checkout
464103,3479596-3479754-3479767-3480465-3481879-3492400-3507336,Monthly,Career track certificate-Sign up-Homepage-Career tracks-Homepage-Other-Homepage-Sign up-Homepage-Log in-Checkout
464203,3483960-3666863,Annual,Other-Checkout
464290,3481714-3487485-3500167-3501552,Annual,Homepage-Courses-Sign up-Coupon
464327,3490028-3764260-3769863-3769978-3770054-3860225-3881565-3890131-3900513-3914660-3916760-3934961,Monthly,Homepage-Courses-Sign up-Homepage-Pricing-Checkout-Courses-Upcoming courses-Courses-Upcoming courses-Courses-Career tracks-Courses-Career tracks-Log in-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
464385,3493074-3529320,Monthly,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Sign up-Checkout
464451,3462932-3463426-3496163-3848552-3858637,Monthly,Homepage-Course certificate-Sign up-Course certificate-Pricing-Checkout-Pricing-Career tracks-Sign up-Homepage-Sign up-Log in-Checkout
464483,3428124-3497589-3508856-3510735-3533151-3533190-3533197,Monthly,Homepage-Career track certificate-Homepage-Course certificate-Pricing-Homepage-Course certificate-Resources center-Career tracks-Sign up-Career tracks-Career track certificate-Sign up-Career track certificate-Pricing-Resources center-Upcoming courses-Career track certificate-Success stories-Career track certificate-Sign up-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Log in-Homepage-About us-Pricing-Checkout-Log in-Checkout
464502,3498820-4699337-4722301-4722315-4722380-4722405-4722408-4722413-4723100-4723134,Annual,Homepage-Courses-Career tracks-Sign up-Other-Coupon-Homepage-Career tracks-Coupon-Checkout-Homepage-Log in-Checkout
464521,3448199-3448238-3448317-3448338-3449011-3452924-3452926-3453604-3453608-3499872-3499884-3523543-3523565-3523616,Monthly,Homepage-Career tracks-Pricing-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Homepage-Courses-Log in-Checkout
464574,3502964-3578490-3578823-3579491-3579536-3579620-3579638-3580039-3583466,Monthly,Courses-Sign up-Courses-Sign up-Coupon-Checkout-Log in-Sign up-Log in-Sign up-Log in-Checkout
464591,3503631-3514446,Annual,Other-Sign up-Checkout
464638,3505939-3506162-3518538-3519455-3520082-3520394,Monthly,Homepage-Sign up-Log in-Checkout
464651,3506006-3506238-3506242-3507386-3512319-3577160-3826371-3827774,Monthly,Courses-Sign up-Courses-Pricing-Homepage-Sign up-Other-Career track certificate-Homepage-Career track certificate-Sign up-Homepage-Sign up-Homepage-Log in-Checkout
464652,3506245-3507554-3558326,Annual,Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Coupon
464686,3507765-3732753-3732761-3745667-3745735-3770740-3770750,Annual,Homepage-Courses-Sign up-Homepage-Courses-Log in-Homepage-Sign up-Checkout-Homepage-Sign up-Checkout
464705,3508871-4286028-4519483-4839511,Annual,Homepage-Career tracks-Sign up-Homepage-Pricing-Sign up-Other
464722,3509687,Annual,Coupon
464724,3509665-3659521,Annual,Homepage-Courses-Sign up-Coupon
464748,3510483-3510497,Annual,Homepage-Log in-Homepage-Sign up-Log in
464912,3518324-3519094-3519098-3519101-3519383-3520773-3521604,Annual,Homepage-Courses-Sign up-Courses-Pricing-Courses-Pricing-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Other-Career tracks-Courses-Sign up-Courses-Course certificate-Sign up-Checkout
464935,3521627-3521638,Annual,Coupon
464947,3522314-3522339-3529488-3539904-3539916,Annual,Homepage-Courses-Log in-Sign up-Log in-Checkout
464977,3473280-3476245-3491692-3494008-3499302-3506857-3523859-3523895-3523985-3531613-3531977-3582294-3582540-3583690,Annual,Homepage-Pricing-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Career tracks-Sign up-Career tracks-Pricing-Career tracks-Pricing-Resources center-About us-Resources center-Other-Career tracks-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Pricing-Resources center-Career tracks-Sign up-Career tracks-Coupon-Career tracks-Courses-Career tracks-Courses-Career tracks-Coupon-Homepage-Log in-Coupon
465040,3527216-3529813-3529864-3570891,Annual,Courses-Sign up-Log in-Homepage-Sign up-Coupon
465074,3529005-3529484-3548033-3548206-3548769,Monthly,Homepage-Course certificate-Sign up-Checkout
465077,3529637-3529646,Annual,Coupon
465094,3530883-3540621-3616030-3616124-3616163-3616225,Annual,Sign up-Log in-Coupon-Checkout-Coupon
465102,3135232-3531565-3565948-3565954-3605057,Annual,Other-Log in-Other-Log in-Other-Log in-Coupon
465104,3531626-3543897-3550878-3560463-3571863-4099113-4099133,Quarterly,Other-Log in-Checkout
465169,3534763,Annual,Coupon
465191,3290009-3290282-3290436-3317690-3341570-3372107-3535688-3536551,Monthly,Career tracks-Pricing-Courses-Career tracks-Courses-Pricing-Career tracks-Courses-Homepage-Course certificate-Pricing-Courses-Pricing-Sign up-Pricing-Checkout
465234,3538313-3538403-3538460-3539636,Annual,Coupon
465283,3540443-3678061-3723398-3723442-3723463-3723582-3723585-3723759-3723922-3723933-3723951-3724000-3724021-3724193,Monthly,Other-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout
465285,3540517-3540521-3540716-3680759-3680977,Annual,Career tracks-Courses-Career tracks-Sign up-Career tracks-Sign up-Homepage-Career tracks-Homepage-Log in-Checkout
465312,3541672-3542145-3567965-3609585,Annual,Pricing-Courses-Homepage-Sign up-Homepage-Log in-Checkout
465335,3461993-3542903-3543030,Monthly,Homepage-Pricing-Courses-Career track certificate-Career tracks-Homepage-Sign up-Checkout
465337,3543015-3612091-3612096-3680566,Annual,Homepage-Sign up-Coupon-Homepage-Sign up-Checkout
465355,3543801,Annual,Coupon
465382,3544792-3544800-3589310-3616438-3622107,Annual,Homepage-Pricing-Courses-Log in-Homepage-Career tracks-Homepage-Career tracks-Courses-Sign up-Homepage-Career tracks-Sign up-Log in-Coupon
465421,3546603-3546647-3546722-3546724-3546769-3594673,Annual,Homepage-Courses-Career tracks-Homepage-Resources center-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Instructors-Other-Resources center-Homepage-Career track certificate-Course certificate-Career track certificate-Coupon
465461,3548216-3555621-3555625-3584952-3616167-3657365-3743863-3753496-3753502,Annual,Other-Log in-Other-Log in-Coupon-Log in-Checkout
465499,3550180-3550216-3550230,Annual,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
465517,3550683-3550702-3550820-3556341-3559236-3579143-3646035-3647291-3665532-3665545-3671074,Annual,Career tracks-Sign up-Log in-Checkout
465520,3550844-3551967-3552026,Annual,Other-Log in-Coupon
465530,3551228-3578427,Monthly,Other-Courses-Sign up-Checkout
465532,3086788-3149105-3149158-3149392-3176036-3229205-3273978-3324215-3325411-3373635-3374084-3379408-3407231-3407548-3425510-3425680-3426504-3426984-3427131-3427756-3435547-3463670-3483812-3510147-3520497-3551326-3551336-3551342,Annual,Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Courses-Homepage-Career tracks-Courses-Pricing-Homepage-Courses-Homepage-Courses-Pricing-Homepage-Pricing-Upcoming courses-Resources center-Homepage-Courses-Homepage-Courses-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Courses-Homepage-Pricing-Other-Coupon-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Courses-Homepage-Courses-Pricing-Checkout-Homepage-Courses-Career tracks-Courses-Homepage-Sign up-Homepage-Sign up-Checkout
465554,3522875-3552118-3556743-3559796-3579095-3579112-3579115,Monthly,Homepage-Pricing-Checkout-Pricing-Courses-Career tracks-Pricing-Homepage-Log in-Checkout
465581,3552930-3552971-3553255-3573031-3573034,Monthly,Homepage-Career tracks-Courses-Pricing-Blog-Resources center-Other-Resources center-Career tracks-Courses-Sign up-Homepage-Sign up-Checkout
465609,3231689-3231859-3445087-3447442-3554855,Monthly,Homepage-Pricing-Homepage-Pricing-Courses-Career tracks-Homepage-Sign up-Homepage-Courses-Homepage-Career track certificate-Pricing-Homepage-Career tracks-Courses-Homepage-Pricing-Checkout
465628,3555596-3577260-3577444-3600602-3611864-3613329,Annual,Other-Resources center-Other-Homepage-Log in-Other-Log in-Checkout
465641,3556242-3556314-3560866-3566297,Annual,Coupon-Log in-Coupon
465663,3556795-3556810-3557887-3569453-3584755-3585274-3585423-3585427,Annual,Homepage-Career track certificate-Sign up-Career track certificate-Career tracks-Homepage-Sign up-Homepage-Pricing-Sign up-Log in-Homepage-Career tracks-Log in-Homepage-Courses-Career track certificate-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Coupon
465719,3516031-3558923-3615284,Annual,Homepage-Career tracks-Homepage-Career tracks-Other-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Sign up-Checkout
465730,3559486-3559902-3601457-3602277-3602327-3602338,Annual,Homepage-Sign up-Log in-Checkout
465740,3559783-3560014-3583013-3586360-3619733-3716170,Annual,Sign up-Homepage-Log in-Checkout
465748,3560005-3612498-3613318-3613572,Annual,Log in-Sign up-Log in-Checkout
465756,3560401-3560409-3571380-3571410-3571563-3571698-3571729,Annual,Other-Courses-Sign up-Checkout-Coupon-Checkout
465781,3561211-3561550-3867160-3870813-3870818,Annual,Other-Career track certificate-Career tracks-Courses-Sign up-Other-Career track certificate-Career tracks-Resources center-Career tracks-Courses-Career tracks-Log in-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Checkout
465804,3552615-3562356-3562359-3562366-3562718,Annual,Pricing-Sign up-Pricing-Checkout-Coupon
465807,3562493-3565429,Annual,Homepage-Log in-Sign up-Checkout
465840,3564108-3750637-3786524-3786773-3826915-3831303-4002715-4002821-4022001-4054837-4054994-4054996-4055006-4055014-4055032-4055051-4055056-4055073-4055163-4055301-4056551-4057414-4057737-4058018,Monthly,Homepage-Career tracks-Courses-Sign up-Log in-Checkout-Log in-Homepage-Career tracks-Pricing-Sign up-Log in-Checkout-Log in-Checkout
465848,3553541-3559212-3559426-3564434-3564468-3564471-3564809-3564824-3564852,Annual,Career tracks-Sign up-Career tracks-Pricing-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Career track certificate-Pricing-Career tracks-Courses-Career tracks-Sign up-Log in-Pricing-Log in-Checkout
465867,3561010-3565548-3656646,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Resources center-Upcoming courses-Resources center-Other-Success stories-Pricing-Sign up-Pricing-Sign up-Checkout
465874,3565886,Annual,Coupon
465998,3570636-3570885-3571403-3590584-3590730-3602099-3602521,Annual,Sign up-Log in-Homepage-Log in-Checkout
466030,3382073-3572966-3572977-3582431-3582560-3582642,Annual,Courses-Course certificate-Courses-Homepage-Sign up-Coupon-Checkout-Coupon
466043,3573174-3573198-3573589-3595716-3607232-3607276-3607338-3607432-3607696-3664198-3735955-3738516-3739955-3747451-3747470,Annual,Homepage-Sign up-Pricing-Resources center-Course certificate-Homepage-Upcoming courses-Homepage-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Homepage-Career tracks-Sign up-Homepage-Courses-Homepage-Resources center-Homepage-Career tracks-Courses-Homepage-Career tracks-Courses-Career tracks-Homepage-Pricing-Checkout-Homepage-Sign up-Checkout-Homepage-Other-Success stories-Career tracks-Resources center-Homepage-Blog-Other-Career track certificate-Resources center-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Log in-Sign up-Homepage-Courses-Career tracks-Homepage-Log in-Homepage-Sign up-Career tracks-Log in-Checkout
466071,3575080-3651168-3757513-3762218,Monthly,Homepage-Sign up-Log in-Checkout
466109,3576816-3767913-3768449,Annual,Other-Sign up-Log in-Coupon
466111,3576976-3594039,Monthly,Homepage-Sign up-Checkout
466117,3574420-3577282-3595085-3617166,Monthly,Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Career tracks-Pricing-Checkout
466119,3577357-3596238-3604106-3604930-3613870,Annual,Homepage-Career tracks-Sign up-Career tracks-Courses-Career track certificate-Career tracks-Courses-Log in-Coupon-Other-Coupon
466154,3579307-3584974-3602573-3602604,Annual,Homepage-Sign up-Homepage-Resources center-Other-Log in-Checkout
466168,3580459,Annual,Coupon
466193,3582292-3582297,Annual,Coupon
466212,3583733-3583738,Annual,Coupon
466215,3584314-3618821,Monthly,Homepage-Sign up-Checkout
466220,3580822-3584877-3584910-3585359-3585385-3585402-3585415-3585418-3585648-3585685-3585712-3585716-3613364-3613396-3613402-3614113-3614114,Monthly,Homepage-Pricing-Checkout-Homepage-Log in-Sign up-Checkout-Coupon-Checkout-Homepage-Log in-Checkout-Coupon
466225,3585356-3585590-3591290,Annual,Sign up-Resources center-Coupon
466226,3585483-3587762-3587764-3587775-3587848-3587864-3587877,Annual,Coupon-Homepage-Log in-Coupon-Homepage-Log in-Checkout
466229,3586021,Annual,Pricing-Checkout
466232,3584907-3585362-3585553-3585714-3586289-3586294-3586321-3596666-3596694-3596712-3629404-3629426-3629441-3629616-3629625-3629629-3643976-3643993-3653141-3653151-3667482-3667494-3682224-3687219-3704295-3730474-3791755-3920596-3963732-4675267-4730012,Annual,Log in-Other-Log in-Other-Sign up-Log in-Other-Log in-Other-Log in-Sign up-Other-Log in-Other-Log in-Other-Log in-Other-Log in-Homepage-Log in-Checkout-Log in
466233,3586405,Annual,Coupon
466237,3586531-3586538-3586609-3588078,Annual,Homepage-Pricing-Homepage-Pricing-Other-Pricing-Checkout
466244,3586870-3586892,Annual,Coupon-Other-Success stories
466257,3587862,Annual,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Upcoming courses-Courses-Career tracks-Sign up-Career tracks-Courses-Sign up
466258,2114307-3588234-3622329,Annual,Other-Log in-Checkout
466266,3589441-3589556,Annual,Coupon-Checkout
466268,3589471-3589502,Annual,Coupon-Homepage-Course certificate-Courses-Coupon
466273,3462277-3589879,Annual,Pricing-Courses-Coupon
466277,3590594-3590627-3590685-3590691,Annual,Coupon-Pricing-Checkout-Coupon
466282,3590950,Annual,Coupon
466309,3592922-3593018,Annual,Homepage-Course certificate-Coupon
466333,167762-233766-471898-3515086-3594437-3594448-3602860-3602880-3602920,Annual,Homepage-Pricing-Checkout-Pricing-Career track certificate-Resources center-Other-Resources center-Other-Resources center-Career tracks-Pricing-Homepage-Pricing-Checkout-Pricing-Other-Upcoming courses-Homepage-Sign up-Homepage-Resources center-Homepage-Log in-Homepage-Pricing-Career tracks-Courses-Homepage-Pricing-Checkout-Homepage-Log in-Checkout
466348,3595230,Annual,Coupon
466373,3596510-3596655-3597136,Annual,Coupon
466381,3472514-3488516-3526262-3531910-3549198-3559194-3565882-3569991-3570612-3597212-3597425-3597720-3599888-3599897-3606864-3606872-3607078-3607100-3607183-3607247-3607462,Annual,Homepage-Career tracks-Pricing-Checkout-Pricing-Career track certificate-Other-Pricing-Coupon-Resources center-Other-Resources center-Other-Success stories-Homepage-Career track certificate-Success stories-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Coupon-Homepage-Log in-Coupon-Homepage-Log in-Other-Log in-Homepage-Log in-Coupon
466385,3597418-3632922-3634107-3634165,Annual,Other-Log in-Checkout
466388,3597988,Annual,Coupon
466391,3598327-3628360-3628814-3628905,Annual,Courses-Pricing-Sign up-Log in-Homepage-Log in-Checkout
466393,3598619,Annual,Coupon
466394,3194790-3248050-3255694-3255780-3346872-3382214-3598731,Annual,Homepage-Courses-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Homepage-Instructors-Pricing-Coupon-Homepage-Pricing-Homepage-Pricing-Coupon
466399,3599287-3602442-4128948,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
466405,3599624-3600296,Annual,Homepage-Pricing-Career tracks-Sign up-Checkout
466416,3600944-3603615,Annual,Homepage-Sign up-Checkout
466418,3601114,Annual,Coupon
466427,3568705-3570087-3588470-3601108-3601729,Annual,Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Courses-Other-Homepage-Other-Pricing-Courses-Resources center-Homepage-Other-Pricing-Checkout-Coupon
466431,3601624-3601642-3602164-3613290,Annual,Homepage-Career track certificate-Homepage-Courses-Coupon
466444,2113767-2311089-3292103-3292136-3368673-3370638-3494574-3602957,Annual,Homepage-Sign up-Log in-Resources center-Other-Resources center-Homepage-Log in-Homepage-Log in-Homepage-Log in-Coupon
466453,3496224-3603453-3603464,Annual,Homepage-Courses-Career tracks-Coupon-Instructors
466454,966975-969525-3473287-3473650-3479279-3601616-3603481-3603834-3736373-3737737-3737744,Annual,Courses-Career track certificate-Sign up-Career track certificate-Career tracks-Log in-Homepage-Career track certificate-Career tracks-Pricing-Homepage-Career track certificate-Homepage-Career track certificate-Homepage-Log in-Homepage-Log in-Checkout-Log in-Coupon
466456,3603798-3605029-3605111,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Sign up-Checkout
466464,3532107-3604354,Annual,Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Pricing-Career track certificate-Homepage-Sign up-Coupon
466468,3427510-3604489-3604516,Annual,Homepage-Courses-Sign up-Courses-Homepage-Career track certificate-Sign up-Coupon
466492,3605916-3612838-3612876,Annual,Coupon-Pricing-Checkout-Homepage-Log in-Checkout
466496,3606186,Annual,Coupon
466499,3605636-3605646-3606143-3606634,Annual,Homepage-Career tracks-Sign up-Homepage-Career tracks-Homepage-Career tracks-Coupon
466502,3606735,Annual,Coupon
466505,3602435-3607068-3607080,Annual,Homepage-Pricing-Homepage-Career tracks-Coupon
466507,3590704-3607211,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Career track certificate-Resources center-Pricing-Homepage-Coupon
466508,3607502-3607519-3607571,Annual,Coupon
466514,3607572,Annual,Coupon
466515,3607202-3607234-3607758,Annual,Other-Pricing-Courses-Upcoming courses-Resources center-Instructors-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466516,1205544-1205594-1214729-1341911-1362576-1441765-1517883-1589035-1656294-1700291-1790520-1793294-1908213-2444998-3446701-3545607-3567277-3607909,Annual,Log in-Sign up-Log in-Other-Log in-Other-About us-Other-Log in-Homepage-Log in-Coupon
466517,3607929,Annual,Coupon
466525,3608599,Annual,Coupon
466527,3588485-3599438-3605601-3608654-3608661,Annual,Homepage-Pricing-Career track certificate-Course certificate-Resources center-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466529,3608742,Annual,Coupon
466537,2937145-2937157-3308454-3354162-3354165-3608880-3609268-3609328,Annual,Homepage-Courses-Homepage-Courses-Homepage-Pricing-Homepage-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Upcoming courses-Coupon
466544,3609755,Annual,Coupon
466560,3611655-3616992-3617004,Monthly,Sign up-Log in-Checkout
466577,3612698-3612821-3612954,Monthly,Coupon-Homepage-Sign up-Checkout
466591,1457782-1457825-1457996-1458335-1458338-1475578-1475661-2057018-2235456-2283441-2349142-2428759-2991864-3266142-3613853-3613978-3614004-3615592-3679416-3680617,Quarterly,Homepage-Career track certificate-Courses-Pricing-Sign up-Homepage-Pricing-Homepage-Pricing-Homepage-Other-Pricing-Homepage-Courses-Other-Log in-Other-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Resources center-Sign up-Checkout-Other-About us-Other-Homepage-Career track certificate-Homepage-Resources center-Courses-Career tracks-Course certificate-Career tracks-Checkout
466593,3613993,Annual,Coupon
466596,3613747,Annual,Homepage-Career tracks-Pricing-Checkout
466600,3613072-3614447,Annual,Homepage-Courses-Coupon
